NumRobots,NewImplementation,Success,Duration
1,False,True,3.072000000000002
1,False,False,
1,False,False,
3,False,False,
3,False,True,26.62400000000002
3,False,True,2.6880000000000015
5,False,True,2.4320000000000013
5,False,True,24.70400000000002
5,False,False,
10,False,True,19.456000000000014
10,False,True,15.872000000000012
10,False,True,23.040000000000017
